Year,User,Rpt_Area,TotalRF_n,YE_n,Black_n,Pelagic_n,Nonpel_n,NotYE_Nonpel_n,pYE,var_pYE,pYE_avgRptArea,var_pYE_avgRptArea,pBRF,var_pBRF,pBRF_avgRptArea,var_pBRF_avgRptArea,pPel,var_pPel,pPel_avgRptArea,var_pPel_avgRptArea,pNonpel,var_pNonpel,pNonpel_avgRptArea,var_pNonpel_avgRptArea,pYEinNonpel,var_pYEinNonpel,pYEinNonpel_avgRptArea,var_pYEinNonpel_avgRptArea,pBRFinPel,varBRFinPel,pBRFinPel_avgRptArea,var_pBRFinPel_avgRptArea,DSR_n,pDSR,var_pDSR,pDSR_avgRptArea,var_DSR_avgRptArea,pDSRinNonP,var_pDSRinNonP,pDSRinNonP_avgRptArea,var_DSRinNonP_avgRptArea,Slope_n,pSlope,var_pSlope,pSlope_avgRptArea,var_pSlopeAvgRptArea,pSlopeinNonP,var_pSlopeinNonP,pSlopeinNonP_avgRptArea,var_pSlopeinNonPAvgRptArea
2004,charter,EWYKT,0,0,0,0,0,0,,,0.025018625,8.48E-05,,,0.860952075,0.0013536,,,0.871158572,0.001158279,,,0.128841428,0.001159358,,,0.191705042,0.001946956,,,0.988272456,0.000208812,,,,0.127252599,0.001131051,,,0.988218267,0.00051368,,,,0.001588829,1.11E-05,,,0.011781733,0.000516411
2005,charter,EWYKT,0,0,0,0,0,0,,,0.025018625,8.48E-05,,,0.860952075,0.0013536,,,0.871158572,0.001158279,,,0.128841428,0.001159358,,,0.191705042,0.001946956,,,0.988272456,0.000208812,,,,0.127252599,0.001131051,,,0.988218267,0.00051368,,,,0.001588829,1.11E-05,,,0.011781733,0.000516411
2006,charter,EWYKT,1757,79,1477,1478,279,200,0.044963005,2.45E-05,0.025018625,8.48E-05,0.84063745,7.63E-05,0.860952075,0.0013536,0.841206602,7.61E-05,0.871158572,0.001158279,0.158793398,7.61E-05,0.128841428,0.001159358,0.283154122,0.000730136,0.191705042,0.001946956,0.99932341,4.58E-07,0.988272456,0.000208812,279,0.158793398,7.61E-05,0.127252599,0.001131051,1,0,0.988218267,0.00051368,0,0,0,0.001588829,1.11E-05,0,0,0.011781733,0.000516411
2007,charter,EWYKT,987,25,868,868,119,94,0.025329281,2.50E-05,0.025018625,8.48E-05,0.879432624,0.000107536,0.860952075,0.0013536,0.879432624,0.000107536,0.871158572,0.001158279,0.120567376,0.000107536,0.128841428,0.001159358,0.210084034,0.001406345,0.191705042,0.001946956,1,0,0.988272456,0.000208812,119,0.120567376,0.000107536,0.127252599,0.001131051,1,0,0.988218267,0.00051368,0,0,0,0.001588829,1.11E-05,0,0,0.011781733,0.000516411
2008,charter,EWYKT,1757,55,1472,1473,284,229,0.031303358,1.73E-05,0.025018625,8.48E-05,0.83779169,7.74E-05,0.860952075,0.0013536,0.838360842,7.72E-05,0.871158572,0.001158279,0.161639158,7.72E-05,0.128841428,0.001159358,0.193661972,0.000551792,0.191705042,0.001946956,0.999321113,4.61E-07,0.988272456,0.000208812,284,0.161639158,7.72E-05,0.127252599,0.001131051,1,0,0.988218267,0.00051368,0,0,0,0.001588829,1.11E-05,0,0,0.011781733,0.000516411
2009,charter,EWYKT,1372,25,1245,1248,124,99,0.018221574,1.30E-05,0.025018625,8.48E-05,0.907434402,6.13E-05,0.860952075,0.0013536,0.909620991,6.00E-05,0.871158572,0.001158279,0.090379009,6.00E-05,0.128841428,0.001159358,0.201612903,0.00130866,0.191705042,0.001946956,0.997596154,1.92E-06,0.988272456,0.000208812,124,0.090379009,6.00E-05,0.127252599,0.001131051,1,0,0.988218267,0.00051368,0,0,0,0.001588829,1.11E-05,0,0,0.011781733,0.000516411
2010,charter,EWYKT,861,31,665,680,181,150,0.036004646,4.04E-05,0.025018625,8.48E-05,0.772357724,0.000204443,0.860952075,0.0013536,0.789779326,0.000193056,0.871158572,0.001158279,0.210220674,0.000193056,0.128841428,0.001159358,0.171270718,0.000788539,0.191705042,0.001946956,0.977941176,3.18E-05,0.988272456,0.000208812,181,0.210220674,0.000193056,0.127252599,0.001131051,1,0,0.988218267,0.00051368,0,0,0,0.001588829,1.11E-05,0,0,0.011781733,0.000516411
2011,charter,EWYKT,1496,33,1262,1280,216,183,0.022058824,1.44E-05,0.025018625,8.48E-05,0.843582888,8.83E-05,0.860952075,0.0013536,0.855614973,8.26E-05,0.871158572,0.001158279,0.144385027,8.26E-05,0.128841428,0.001159358,0.152777778,0.000602031,0.191705042,0.001946956,0.9859375,1.08E-05,0.988272456,0.000208812,211,0.141042781,8.10E-05,0.127252599,0.001131051,0.976851852,0.000105174,0.988218267,0.00051368,5,0.003342246,2.23E-06,0.001588829,1.11E-05,0.023148148,0.000105174,0.011781733,0.000516411
2012,charter,EWYKT,1781,57,1459,1494,287,230,0.032004492,1.74E-05,0.025018625,8.48E-05,0.819202695,8.32E-05,0.860952075,0.0013536,0.838854576,7.59E-05,0.871158572,0.001158279,0.161145424,7.59E-05,0.128841428,0.001159358,0.198606272,0.00055651,0.191705042,0.001946956,0.976572959,1.53E-05,0.988272456,0.000208812,266,0.149354295,7.14E-05,0.127252599,0.001131051,0.926829268,0.000237122,0.988218267,0.00051368,21,0.011791129,6.55E-06,0.001588829,1.11E-05,0.073170732,0.000237122,0.011781733,0.000516411
2013,charter,EWYKT,1981,16,1803,1811,170,154,0.008076729,4.05E-06,0.025018625,8.48E-05,0.910146391,4.13E-05,0.860952075,0.0013536,0.914184755,3.96E-05,0.871158572,0.001158279,0.085815245,3.96E-05,0.128841428,0.001159358,0.094117647,0.000504494,0.191705042,0.001946956,0.995582551,2.43E-06,0.988272456,0.000208812,170,0.085815245,3.96E-05,0.127252599,0.001131051,1,0,0.988218267,0.00051368,0,0,0,0.001588829,1.11E-05,0,0,0.011781733,0.000516411
2014,charter,EWYKT,2027,41,1782,1784,243,202,0.020226936,9.78E-06,0.025018625,8.48E-05,0.879131722,5.24E-05,0.860952075,0.0013536,0.880118402,5.21E-05,0.871158572,0.001158279,0.119881598,5.21E-05,0.128841428,0.001159358,0.16872428,0.000579572,0.191705042,0.001946956,0.998878924,6.28E-07,0.988272456,0.000208812,243,0.119881598,5.21E-05,0.127252599,0.001131051,1,0,0.988218267,0.00051368,0,0,0,0.001588829,1.11E-05,0,0,0.011781733,0.000516411
2015,charter,EWYKT,2185,44,1947,1953,232,188,0.0201373,9.03E-06,0.025018625,8.48E-05,0.891075515,4.44E-05,0.860952075,0.0013536,0.89382151,4.35E-05,0.871158572,0.001158279,0.10617849,4.35E-05,0.128841428,0.001159358,0.189655172,0.000665308,0.191705042,0.001946956,0.996927803,1.57E-06,0.988272456,0.000208812,232,0.10617849,4.35E-05,0.127252599,0.001131051,1,0,0.988218267,0.00051368,0,0,0,0.001588829,1.11E-05,0,0,0.011781733,0.000516411
2016,charter,EWYKT,2092,60,1814,1815,277,217,0.028680688,1.33E-05,0.025018625,8.48E-05,0.867112811,5.51E-05,0.860952075,0.0013536,0.867590822,5.49E-05,0.871158572,0.001158279,0.132409178,5.49E-05,0.128841428,0.001159358,0.216606498,0.000614812,0.191705042,0.001946956,0.999449036,3.04E-07,0.988272456,0.000208812,277,0.132409178,5.49E-05,0.127252599,0.001131051,1,0,0.988218267,0.00051368,0,0,0,0.001588829,1.11E-05,0,0,0.011781733,0.000516411
2017,charter,EWYKT,2268,61,1946,2009,259,198,0.026895944,1.15E-05,0.025018625,8.48E-05,0.858024691,5.37E-05,0.860952075,0.0013536,0.885802469,4.46E-05,0.871158572,0.001158279,0.114197531,4.46E-05,0.128841428,0.001159358,0.235521236,0.000697872,0.191705042,0.001946956,0.968641115,1.51E-05,0.988272456,0.000208812,256,0.11287478,4.42E-05,0.127252599,0.001131051,0.988416988,4.44E-05,0.988218267,0.00051368,3,0.001322751,5.83E-07,0.001588829,1.11E-05,0.011583012,4.44E-05,0.011781733,0.000516411
2018,charter,EWYKT,2534,43,2227,2275,259,216,0.016969219,6.59E-06,0.025018625,8.48E-05,0.878847672,4.20E-05,0.860952075,0.0013536,0.897790055,3.62E-05,0.871158572,0.001158279,0.102209945,3.62E-05,0.128841428,0.001159358,0.166023166,0.000536665,0.191705042,0.001946956,0.978901099,9.08E-06,0.988272456,0.000208812,246,0.097079716,3.46E-05,0.127252599,0.001131051,0.94980695,0.000184782,0.988218267,0.00051368,13,0.005130229,2.01E-06,0.001588829,1.11E-05,0.05019305,0.000184782,0.011781733,0.000516411
2019,charter,EWYKT,3043,59,2643,2751,292,233,0.019388761,6.25E-06,0.025018625,8.48E-05,0.868550772,3.75E-05,0.860952075,0.0013536,0.904042064,2.85E-05,0.871158572,0.001158279,0.095957936,2.85E-05,0.128841428,0.001159358,0.202054795,0.00055405,0.191705042,0.001946956,0.960741549,1.37E-05,0.988272456,0.000208812,290,0.09530069,2.83E-05,0.127252599,0.001131051,0.993150685,2.34E-05,0.988218267,0.00051368,2,0.000657246,2.16E-07,0.001588829,1.11E-05,0.006849315,2.34E-05,0.011781733,0.000516411
1998,private,EWYKT,0,0,0,0,0,0,,,0.015193143,0.000235934,,,0.872227098,0.005284294,,,0.880904602,0.004063009,,,0.119095398,0.004064052,,,,,,,0.98951611,0.000481408,,,,0.11872748,0.004025362,,,,,,,,0.000367918,1.17E-06,,,,
1999,private,EWYKT,0,0,0,0,0,0,,,0.015193143,0.000235934,,,0.872227098,0.005284294,,,0.880904602,0.004063009,,,0.119095398,0.004064052,,,,,,,0.98951611,0.000481408,,,,0.11872748,0.004025362,,,,,,,,0.000367918,1.17E-06,,,,
2000,private,EWYKT,0,0,0,0,0,0,,,0.015193143,0.000235934,,,0.872227098,0.005284294,,,0.880904602,0.004063009,,,0.119095398,0.004064052,,,,,,,0.98951611,0.000481408,,,,0.11872748,0.004025362,,,,,,,,0.000367918,1.17E-06,,,,
2001,private,EWYKT,0,0,0,0,0,0,,,0.015193143,0.000235934,,,0.872227098,0.005284294,,,0.880904602,0.004063009,,,0.119095398,0.004064052,,,,,,,0.98951611,0.000481408,,,,0.11872748,0.004025362,,,,,,,,0.000367918,1.17E-06,,,,
2002,private,EWYKT,0,0,0,0,0,0,,,0.015193143,0.000235934,,,0.872227098,0.005284294,,,0.880904602,0.004063009,,,0.119095398,0.004064052,,,,,,,0.98951611,0.000481408,,,,0.11872748,0.004025362,,,,,,,,0.000367918,1.17E-06,,,,
2003,private,EWYKT,0,0,0,0,0,0,,,0.015193143,0.000235934,,,0.872227098,0.005284294,,,0.880904602,0.004063009,,,0.119095398,0.004064052,,,,,,,0.98951611,0.000481408,,,,0.11872748,0.004025362,,,,,,,,0.000367918,1.17E-06,,,,
2004,private,EWYKT,0,0,0,0,0,0,,,0.015193143,0.000235934,,,0.872227098,0.005284294,,,0.880904602,0.004063009,,,0.119095398,0.004064052,,,,,,,0.98951611,0.000481408,,,,0.11872748,0.004025362,,,,,,,,0.000367918,1.17E-06,,,,
2005,private,EWYKT,0,0,0,0,0,0,,,0.015193143,0.000235934,,,0.872227098,0.005284294,,,0.880904602,0.004063009,,,0.119095398,0.004064052,,,,,,,0.98951611,0.000481408,,,,0.11872748,0.004025362,,,,,,,,0.000367918,1.17E-06,,,,
2006,private,EWYKT,160,0,146,146,14,14,0,0,0.015193143,0.000235934,0.9125,0.000502162,0.872227098,0.005284294,0.9125,0.000502162,0.880904602,0.004063009,0.0875,0.000502162,0.119095398,0.004064052,,,,,1,0,0.98951611,0.000481408,14,0.0875,0.000502162,0.11872748,0.004025362,,,,,0,0,0,0.000367918,1.17E-06,,,,
2007,private,EWYKT,157,1,149,149,8,7,0.006369427,4.06E-05,0.015193143,0.000235934,0.949044586,0.000309993,0.872227098,0.005284294,0.949044586,0.000309993,0.880904602,0.004063009,0.050955414,0.000309993,0.119095398,0.004064052,,,,,1,0,0.98951611,0.000481408,8,0.050955414,0.000309993,0.11872748,0.004025362,,,,,0,0,0,0.000367918,1.17E-06,,,,
2008,private,EWYKT,67,3,53,53,14,11,0.044776119,0.000648049,0.015193143,0.000235934,0.791044776,0.002504438,0.872227098,0.005284294,0.791044776,0.002504438,0.880904602,0.004063009,0.208955224,0.002504438,0.119095398,0.004064052,,,,,1,0,0.98951611,0.000481408,14,0.208955224,0.002504438,0.11872748,0.004025362,,,,,0,0,0,0.000367918,1.17E-06,,,,
2009,private,EWYKT,192,3,181,181,11,8,0.015625,8.05E-05,0.015193143,0.000235934,0.942708333,0.000282771,0.872227098,0.005284294,0.942708333,0.000282771,0.880904602,0.004063009,0.057291667,0.000282771,0.119095398,0.004064052,,,,,1,0,0.98951611,0.000481408,11,0.057291667,0.000282771,0.11872748,0.004025362,,,,,0,0,0,0.000367918,1.17E-06,,,,
2010,private,EWYKT,201,3,180,180,21,18,0.014925373,7.35E-05,0.015193143,0.000235934,0.895522388,0.00046781,0.872227098,0.005284294,0.895522388,0.00046781,0.880904602,0.004063009,0.104477612,0.00046781,0.119095398,0.004064052,,,,,1,0,0.98951611,0.000481408,21,0.104477612,0.00046781,0.11872748,0.004025362,,,,,0,0,0,0.000367918,1.17E-06,,,,
2011,private,EWYKT,276,5,228,228,48,43,0.018115942,6.47E-05,0.015193143,0.000235934,0.826086957,0.000522427,0.872227098,0.005284294,0.826086957,0.000522427,0.880904602,0.004063009,0.173913043,0.000522427,0.119095398,0.004064052,,,,,1,0,0.98951611,0.000481408,48,0.173913043,0.000522427,0.11872748,0.004025362,,,,,0,0,0,0.000367918,1.17E-06,,,,
2012,private,EWYKT,135,3,107,112,23,20,0.022222222,0.000162152,0.015193143,0.000235934,0.792592593,0.001226788,0.872227098,0.005284294,0.82962963,0.001054808,0.880904602,0.004063009,0.17037037,0.001054808,0.119095398,0.004064052,,,,,0.955357143,0.000384233,0.98951611,0.000481408,23,0.17037037,0.001054808,0.11872748,0.004025362,,,,,0,0,0,0.000367918,1.17E-06,,,,
2013,private,EWYKT,39,0,34,35,4,4,,,0.015193143,0.000235934,,,0.872227098,0.005284294,,,0.880904602,0.004063009,,,0.119095398,0.004064052,,,,,,,0.98951611,0.000481408,4,,,0.11872748,0.004025362,,,,,0,,,0.000367918,1.17E-06,,,,
2014,private,EWYKT,13,0,8,8,5,5,,,0.015193143,0.000235934,,,0.872227098,0.005284294,,,0.880904602,0.004063009,,,0.119095398,0.004064052,,,,,,,0.98951611,0.000481408,4,,,0.11872748,0.004025362,,,,,1,,,0.000367918,1.17E-06,,,,
2015,private,EWYKT,55,0,54,54,1,1,0,0,0.015193143,0.000235934,0.981818182,0.000330579,0.872227098,0.005284294,0.981818182,0.000330579,0.880904602,0.004063009,0.018181818,0.000330579,0.119095398,0.004064052,,,,,1,0,0.98951611,0.000481408,1,0.018181818,0.000330579,0.11872748,0.004025362,,,,,0,0,0,0.000367918,1.17E-06,,,,
2016,private,EWYKT,80,3,68,68,12,9,0.0375,0.000456883,0.015193143,0.000235934,0.85,0.001613924,0.872227098,0.005284294,0.85,0.001613924,0.880904602,0.004063009,0.15,0.001613924,0.119095398,0.004064052,,,,,1,0,0.98951611,0.000481408,12,0.15,0.001613924,0.11872748,0.004025362,,,,,0,0,0,0.000367918,1.17E-06,,,,
2017,private,EWYKT,391,0,354,355,36,36,0,0,0.015193143,0.000235934,0.905370844,0.000219678,0.872227098,0.005284294,0.907928389,0.000214345,0.880904602,0.004063009,0.092071611,0.000214345,0.119095398,0.004064052,,,,,0.997183099,7.93E-06,0.98951611,0.000481408,36,0.092071611,0.000214345,0.11872748,0.004025362,,,,,0,0,0,0.000367918,1.17E-06,,,,
2018,private,EWYKT,243,5,185,198,45,40,0.020576132,8.33E-05,0.015193143,0.000235934,0.761316872,0.000750882,0.872227098,0.005284294,0.814814815,0.000623519,0.880904602,0.004063009,0.185185185,0.000623519,0.119095398,0.004064052,,,,,0.934343434,0.0003114,0.98951611,0.000481408,45,0.185185185,0.000623519,0.11872748,0.004025362,,,,,0,0,0,0.000367918,1.17E-06,,,,
2019,private,EWYKT,453,1,389,394,59,58,0.002207506,4.87E-06,0.015193143,0.000235934,0.858719647,0.000268408,0.872227098,0.005284294,0.869757174,0.000250619,0.880904602,0.004063009,0.130242826,0.000250619,0.119095398,0.004064052,0.016949153,0.000287274,,,0.987309645,3.19E-05,0.98951611,0.000481408,57,0.125827815,0.000243352,0.11872748,0.004025362,0.966101695,0.000564642,,,2,0.004415011,9.72E-06,0.000367918,1.17E-06,0.033898305,0.000564642,,
